^ESCT1164493	Trimipramine mesylate
^ESCTSI935632	Sinepin 25mg capsules (Marlborough Pharmaceuticals Ltd) 28 capsule 2 x 14 capsules
^ESCTSI935634	Sinepin 50mg capsules (Marlborough Pharmaceuticals Ltd)
^ESCTSI935636	Sinepin 50mg capsules (Marlborough Pharmaceuticals Ltd) 28 capsule 2 x 14 capsules
^ESCTSU803184	Surmontil 50mg capsules (Sanofi)
^ESCTSU818904	Surmontil 25mg tablets (Sanofi)
^ESCTSU832243	Surmontil 10mg tablets (Sanofi)
^ESCTSU855857	Surmontil 25mg tablets (Sanofi) 84 tablet 6 x 14 tablets
^ESCTSU855859	Surmontil 25mg tablets (Sanofi) 28 tablet 2 x 14 tablets
^ESCTSU855864	Surmontil 10mg tablets (Sanofi) 84 tablet 6 x 14 tablets
^ESCTSU855865	Surmontil 10mg tablets (Sanofi) 28 tablet 2 x 14 tablets
^ESCTSU855868	Surmontil 50mg capsules (Sanofi) 28 capsule 2 x 14 capsules
^ESCTTH813516	Thaden 25mg capsules (Opus Pharmaceuticals Ltd)
^ESCTTH821378	Thaden 75mg tablets (Opus Pharmaceuticals Ltd)
^ESCTTH849984	Thaden 25mg capsules (Opus Pharmaceuticals Ltd) 84 capsule 6 x 14 capsules
^ESCTTH850036	Thaden 75mg tablets (Opus Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets
^ESCTTO801841	Tofranil 25mg tablets (Novartis Pharmaceuticals UK Ltd)
^ESCTTO806759	Tofranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd)
^ESCTTO855551	Tofranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd) 150 ml
^ESCTTO855755	Tofranil 25mg tablets (Novartis Pharmaceuticals UK Ltd) 84 tablet 6 x 14 tablets
^ESCTTR1005412	Trimipramine 50mg capsules (Phoenix Healthcare Distribution Ltd)
^ESCTTR1005413	Trimipramine 50mg capsules (Phoenix Healthcare Distribution Ltd) 28 capsule
^ESCTTR1005414	Trimipramine 10mg tablets (Phoenix Healthcare Distribution Ltd)
^ESCTTR1005415	Trimipramine 10mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet
^ESCTTR1005416	Trimipramine 10mg tablets (Phoenix Healthcare Distribution Ltd) 84 tablet
^ESCTTR1005417	Trimipramine 25mg tablets (Phoenix Healthcare Distribution Ltd)
^ESCTTR1005418	Trimipramine 25mg tablets (Phoenix Healthcare Distribution Ltd) 84 tablet
^ESCTTR1005419	Trimipramine 25mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet
^ESCTTR1037736	Trimipramine 50mg capsules (Zentiva)
^ESCTTR1037737	Trimipramine 50mg capsules (Zentiva) 28 capsule 2 x 14 capsules
^ESCTTR1037738	Trimipramine 25mg tablets (Zentiva)
^ESCTTR1037739	Trimipramine 25mg tablets (Zentiva) 28 tablet 2 x 14 tablets
^ESCTTR1037740	Trimipramine 10mg tablets (Zentiva)
^ESCTTR1037741	Trimipramine 10mg tablets (Zentiva) 28 tablet 2 x 14 tablets
^ESCTTR1042605	Trimipramine 50mg capsules (Waymade Healthcare Plc)
^ESCTTR1042606	Trimipramine 50mg capsules (Waymade Healthcare Plc) 28 capsule
^ESCTTR1042607	Trimipramine 10mg tablets (Waymade Healthcare Plc)
^ESCTTR1042608	Trimipramine 10mg tablets (Waymade Healthcare Plc) 28 tablet
^ESCTTR1042609	Trimipramine 10mg tablets (Waymade Healthcare Plc) 84 tablet
^ESCTTR1042610	Trimipramine 25mg tablets (Waymade Healthcare Plc)
^ESCTTR1042611	Trimipramine 25mg tablets (Waymade Healthcare Plc) 28 tablet
^ESCTTR1042612	Trimipramine 25mg tablets (Waymade Healthcare Plc) 84 tablet
^ESCTTR1118268	Trimipramine 50mg capsules (Focus Pharmaceuticals Ltd)
^ESCTTR1118270	Trimipramine 50mg capsules (Focus Pharmaceuticals Ltd) 28 capsule 2 x 14 capsules
^ESCTTR1118272	Trimipramine 10mg tablets (Focus Pharmaceuticals Ltd)
^ESCTTR1118275	Trimipramine 10mg tablets (Focus Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets
^ESCTTR1118276	Trimipramine 25mg tablets (Focus Pharmaceuticals Ltd)
^ESCTTR1118277	Trimipramine 25mg tablets (Focus Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets
^ESCTTR1127809	Trimipramine 50mg capsules (Mawdsley-Brooks & Company Ltd)
^ESCTTR1127810	Trimipramine 50mg capsules (Mawdsley-Brooks & Company Ltd) 28 capsule
^ESCTTR392747	Trimipramine maleate
^ESCTTR396974	Trimipramine
^ESCTTR609705	Trimipramine 50mg capsules
^ESCTTR609706	Trimipramine 50 mg/1 each oral capsule
^ESCTTR609708	Trimipramine 10mg tablets
^ESCTTR609710	Trimipramine 10 mg oral tablet
^ESCTTR609711	Trimipramine 25mg tablets
^ESCTTR609713	Trimipramine 25 mg oral tablet
^ESCTTR638256	Trimipramine
^ESCTTR638726	Trimipramine maleate 25 mg/1 each oral capsule
^ESCTTR638729	Trimipramine maleate 100 mg/1 each oral capsule
^ESCTTR818528	Triptafen-M tablets (Mercury Pharma Group Ltd)
^ESCTTR819322	Triptafen tablets (AMCo)
^ESCTTR836437	Trimipramine 25mg tablets 28 tablet
^ESCTTR840821	Trimipramine 10mg tablets 84 tablet
^ESCTTR843577	Trimipramine 50mg capsules 28 capsule
^ESCTTR847714	Trimipramine 10mg tablets 28 tablet
^ESCTTR848538	Trimipramine 25mg tablets 84 tablet
^ESCTTR854989	Triptafen-M tablets (Mercury Pharma Group Ltd) 100 tablet 10 x 10 tablets
^ESCTTR854995	Triptafen tablets (AMCo) 100 tablet 10 x 10 tablets
^ESCTTR873030	Trimipramine 50mg capsules (Kent Pharmaceuticals Ltd)
^ESCTTR873032	Trimipramine 50mg capsules (Kent Pharmaceuticals Ltd) 28 capsule 2 x 14 capsules
^ESCTTR873033	Trimipramine 25mg tablets (Kent Pharmaceuticals Ltd)
^ESCTTR873035	Trimipramine 25mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets
^ESCTTR873036	Trimipramine 25mg tablets (Kent Pharmaceuticals Ltd) 84 tablet 6 x 14 tablets
^ESCTTR873039	Trimipramine 10mg tablets (Kent Pharmaceuticals Ltd)
^ESCTTR873042	Trimipramine 10mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets
^ESCTTR873046	Trimipramine 10mg tablets (Kent Pharmaceuticals Ltd) 84 tablet 6 x 14 tablets
^ESCTTR922591	Trimipramine 50mg capsules (A A H Pharmaceuticals Ltd)
^ESCTTR922594	Trimipramine 50mg capsules (A A H Pharmaceuticals Ltd) 28 capsule
^ESCTTR922595	Trimipramine 10mg tablets (A A H Pharmaceuticals Ltd)
^ESCTTR922596	Trimipramine 10mg tablets (A A H Pharmaceuticals Ltd) 28 tablet
^ESCTTR922597	Trimipramine 25mg tablets (A A H Pharmaceuticals Ltd)
^ESCTTR922598	Trimipramine 25mg tablets (A A H Pharmaceuticals Ltd) 28 tablet
^ESCTTR922599	Trimipramine 25mg tablets (A A H Pharmaceuticals Ltd) 84 tablet 6 x 14 tablets
^ESCTTR928346	Trimipramine 50mg capsules (Alliance Healthcare (Distribution) Ltd)
^ESCTTR928347	Trimipramine 50mg capsules (Alliance Healthcare (Distribution) Ltd) 28 capsule
^ESCTTR928348	Trimipramine 10mg tablets (Alliance Healthcare (Distribution) Ltd)
^ESCTTR928349	Trimipramine 10mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets
^ESCTTR928350	Trimipramine 25mg tablets (Alliance Healthcare (Distribution) Ltd)
^ESCTTR928351	Trimipramine 25mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets
^ESCTTR928352	Trimipramine 25mg tablets (Alliance Healthcare (Distribution) Ltd) 84 tablet
^ESCTTR936687	Trimipramine 10mg tablets (Alliance Healthcare (Distribution) Ltd) 84 tablet
^ESCTTR940655	Trimipramine 10mg tablets (A A H Pharmaceuticals Ltd) 84 tablet 3 x 28 tablets
^ESCTTR962551	Trimipramine 10mg/5ml oral solution 1 ml
^ESCTTR962552	Trimipramine 10mg/5ml oral solution (Special Order)
^ESCTTR962553	Trimipramine 10mg/5ml oral solution (Special Order) 1 ml
^ESCTTR962557	Trimipramine 10mg/5ml oral suspension 1 ml
^ESCTTR962558	Trimipramine 10mg/5ml oral suspension (Special Order)
^ESCTTR962559	Trimipramine 10mg/5ml oral suspension (Special Order) 1 ml
^ESCTTR962560	Trimipramine 125mg/5ml oral solution 1 ml
^ESCTTR962561	Trimipramine 125mg/5ml oral solution (Special Order)
^ESCTTR962562	Trimipramine 125mg/5ml oral solution (Special Order) 1 ml
^ESCTTR962563	Trimipramine 125mg/5ml oral suspension 1 ml
^ESCTTR962564	Trimipramine 125mg/5ml oral suspension (Special Order)
^ESCTTR962565	Trimipramine 125mg/5ml oral suspension (Special Order) 1 ml
^ESCTTR962568	Trimipramine 25mg/5ml oral solution 1 ml
^ESCTTR962570	Trimipramine 25mg/5ml oral solution (Special Order)
^ESCTTR962572	Trimipramine 25mg/5ml oral solution (Special Order) 1 ml
^ESCTTR962573	Trimipramine 25mg/5ml oral suspension 1 ml
^ESCTTR962574	Trimipramine 25mg/5ml oral suspension (Special Order)
^ESCTTR962575	Trimipramine 25mg/5ml oral suspension (Special Order) 1 ml
^ESCTTR962579	Trimipramine 50mg/5ml oral solution 1 ml
^ESCTTR962581	Trimipramine 50mg/5ml oral solution (Special Order)
^ESCTTR962582	Trimipramine 50mg/5ml oral solution (Special Order) 1 ml
^ESCTTR962585	Trimipramine 50mg/5ml oral suspension 1 ml
^ESCTTR962586	Trimipramine 50mg/5ml oral suspension (Special Order)
^ESCTTR962587	Trimipramine 50mg/5ml oral suspension (Special Order) 1 ml
^ESCTTR962642	Trimipramine 10mg/5ml oral solution
^ESCTTR962643	Trimipramine 10mg/5ml oral suspension
^ESCTTR962644	Trimipramine 125mg/5ml oral solution
^ESCTTR962645	Trimipramine 125mg/5ml oral suspension
^ESCTTR962646	Trimipramine 25mg/5ml oral solution
^ESCTTR962647	Trimipramine 25mg/5ml oral suspension
^ESCTTR962648	Trimipramine 50mg/5ml oral solution
^ESCTTR962649	Trimipramine 50mg/5ml oral suspension
^ESCTTR979352	Trimipramine 10mg tablets (Sigma Pharmaceuticals Plc)
^ESCTTR979353	Trimipramine 10mg tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTTR979354	Trimipramine 10mg tablets (Sigma Pharmaceuticals Plc) 84 tablet
^ESCTTR979355	Trimipramine 25mg tablets (Sigma Pharmaceuticals Plc)
^ESCTTR979356	Trimipramine 25mg tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTTR979357	Trimipramine 25mg tablets (Sigma Pharmaceuticals Plc) 84 tablet
^ESCTTR979359	Trimipramine 50mg capsules (Sigma Pharmaceuticals Plc)
^ESCTTR979361	Trimipramine 50mg capsules (Sigma Pharmaceuticals Plc) 28 capsule
ALTA3141	Allegron  Tablets  10 mg
ALTA3142	Allegron  Tablets  25 mg
AMCA9586BRIDL	Amitriptyline Sr  Capsules  25 mg
AMCA9588BRIDL	Amitriptyline Sr  Capsules  50 mg
AMIN4586	Amitriptyline Hydrochloride  Injection  10mg/ml
AMMI117	Amitriptyline Hydrochloride  Mixture  Sugar Free 10 mg/5 ml
AMOR41284NEMIS	Amitriptyline Hydrochloride  Oral solution  10 mg/5 ml
AMOR45599NEMIS	Amitriptyline Hydrochloride  Oral suspension  10 mg/5 ml
AMSU101952NEMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  10 mg/5 ml
AMSU28391EMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  25 mg/5 ml
AMSU28392EMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  50 mg/5 ml
AMSU33715MGEMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  25 mg/5 ml (Rosemont Pharm)
AMSU33716MGEMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  25 mg/5 ml (Unichem)
AMSU33717MGEMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  25 mg/5 ml (Kent Pharm)
AMSU33718MGEMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  25 mg/5 ml (A.A.H. Pharm)
AMSU33719MGEMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  50 mg/5 ml (Rosemont Pharm)
AMSU33720MGEMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  50 mg/5 ml (A.A.H. Pharm)
AMSU33721MGEMIS	Amitriptyline Hydrochloride  Sugar-free oral solution  50 mg/5 ml (Unichem)
AMTA18788NEMIS	Amitriptyline And Perphenazine  Tablets  25 mg + 2 mg
AMTA18789NEMIS	Amitriptyline And Perphenazine  Tablets  10 mg + 2 mg
AMTA33759MGEMIS	Amitriptyline Hydrochloride  Tablets  10 mg (Kent Pharm)
AMTA33760MGEMIS	Amitriptyline Hydrochloride  Tablets  10 mg (Ivax Pharmaceuticals)
AMTA33761MGEMIS	Amitriptyline Hydrochloride  Tablets  10 mg (Unichem)
AMTA33762MGEMIS	Amitriptyline Hydrochloride  Tablets  10 mg (Alpharma)
AMTA33763MGEMIS	Amitriptyline Hydrochloride  Tablets  10 mg (A.A.H. Pharm)
AMTA33764MGEMIS	Amitriptyline Hydrochloride  Tablets  10 mg (Teva UK)
AMTA33765MGEMIS	Amitriptyline Hydrochloride  Tablets  50 mg (Kent Pharm)
AMTA33766MGEMIS	Amitriptyline Hydrochloride  Tablets  50 mg (Teva UK)
AMTA33767MGEMIS	Amitriptyline Hydrochloride  Tablets  50 mg (Unichem)
AMTA33768MGEMIS	Amitriptyline Hydrochloride  Tablets  50 mg (Alpharma)
AMTA33769MGEMIS	Amitriptyline Hydrochloride  Tablets  50 mg (A.A.H. Pharm)
AMTA33770MGEMIS	Amitriptyline Hydrochloride  Tablets  50 mg (Ivax Pharmaceuticals)
AMTA33771MGEMIS	Amitriptyline Hydrochloride  Tablets  25 mg (Teva UK)
AMTA33772MGEMIS	Amitriptyline Hydrochloride  Tablets  25 mg (Alpharma)
AMTA33773MGEMIS	Amitriptyline Hydrochloride  Tablets  25 mg (A.A.H. Pharm)
AMTA33774MGEMIS	Amitriptyline Hydrochloride  Tablets  25 mg (Kent Pharm)
AMTA33775MGEMIS	Amitriptyline Hydrochloride  Tablets  25 mg (Ranbaxy)
AMTA33776MGEMIS	Amitriptyline Hydrochloride  Tablets  25 mg (Unichem)
AMTA33777MGEMIS	Amitriptyline Hydrochloride  Tablets  25 mg (Ivax Pharmaceuticals)
AMTA33778MGEMIS	Amitriptyline Hydrochloride  Tablets  25 mg (Sandoz)
AMTA8386EGTON	Amitriptyline Hydrochloride  Tablets  10 mg
AMTA8388EGTON	Amitriptyline Hydrochloride  Tablets  50 mg
AMTA8390EGTON	Amitriptyline Hydrochloride  Tablets  25 mg
ANCA166	Anafranil  Capsules  10 mg
ANCA167	Anafranil  Capsules  25 mg
ANCA168	Anafranil  Capsules  50 mg
ANIN3166	Anafranil  Injection  12.5mg/ml
ANSY169	Anafranil  Syrup  25 mg/5 ml
ANTA3167	Anafranil Sr  M/R tablets  75 mg
AVCA3205	Aventyl  Capsules  10 mg
AVCA9002BRIDL	Aventyl  Capsules  25 mg
AVLI3206	Aventyl  Liquid  10mg/5 ml
BUTA4670	Butriptyline  Tablets  25 mg
BUTA6888	Butriptyline  Tablets  50 mg
CLCA34378MGEMIS	Clomipramine Hydrochloride  Capsules  10 mg (Teva UK)
CLCA34379MGEMIS	Clomipramine Hydrochloride  Capsules  10 mg (Alpharma)
CLCA34380MGEMIS	Clomipramine Hydrochloride  Capsules  10 mg (Generics (UK))
CLCA34381MGEMIS	Clomipramine Hydrochloride  Capsules  10 mg (Ivax Pharmaceuticals)
CLCA34382MGEMIS	Clomipramine Hydrochloride  Capsules  10 mg (Unichem)
CLCA34383MGEMIS	Clomipramine Hydrochloride  Capsules  10 mg (Kent Pharm)
CLCA34384MGEMIS	Clomipramine Hydrochloride  Capsules  10 mg (A.A.H. Pharm)
CLCA34385MGEMIS	Clomipramine Hydrochloride  Capsules  25 mg (Generics (UK))
CLCA34386MGEMIS	Clomipramine Hydrochloride  Capsules  25 mg (Teva UK)
CLCA34387MGEMIS	Clomipramine Hydrochloride  Capsules  25 mg (A.A.H. Pharm)
CLCA34388MGEMIS	Clomipramine Hydrochloride  Capsules  25 mg (Ivax Pharmaceuticals)
CLCA34389MGEMIS	Clomipramine Hydrochloride  Capsules  25 mg (Kent Pharm)
CLCA34390MGEMIS	Clomipramine Hydrochloride  Capsules  25 mg (Unichem)
CLCA34391MGEMIS	Clomipramine Hydrochloride  Capsules  25 mg (Alpharma)
CLCA34392MGEMIS	Clomipramine Hydrochloride  Capsules  50 mg (Generics (UK))
CLCA34393MGEMIS	Clomipramine Hydrochloride  Capsules  50 mg (Alpharma)
CLCA34394MGEMIS	Clomipramine Hydrochloride  Capsules  50 mg (Ivax Pharmaceuticals)
CLCA34395MGEMIS	Clomipramine Hydrochloride  Capsules  50 mg (Teva UK)
CLCA34396MGEMIS	Clomipramine Hydrochloride  Capsules  50 mg (A.A.H. Pharm)
CLCA34397MGEMIS	Clomipramine Hydrochloride  Capsules  50 mg (Unichem)
CLCA34398MGEMIS	Clomipramine Hydrochloride  Capsules  50 mg (Kent Pharm)
CLCA650	Clomipramine Hydrochloride  Capsules  10 mg
CLCA651	Clomipramine Hydrochloride  Capsules  25 mg
CLCA652	Clomipramine Hydrochloride  Capsules  50 mg
CLIN4748	Clomipramine Hydrochloride  Injection  12.5mg/ml
CLOR29049NEMIS	Clomipramine Hydrochloride  Oral suspension  50 mg/5 ml
CLSY653	Clomipramine Hydrochloride  Syrup  25 mg/5 ml
CLTA4749	Clomipramine Hydrochloride  M/R tablets  75 mg
COTA720	Concordin  Tablets  10 mg
COTA721	Concordin  Tablets  5 mg
DOCA17635NEMIS	Dosulepin  Capsules  25 mg
DOCA18846EMIS	Dothapax 25  Capsules  25 mg
DOCA38082MGEMIS	Dosulepin  Capsules  25 mg (Teva UK)
DOCA38083MGEMIS	Dosulepin  Capsules  25 mg (A.A.H. Pharm)
DOCA38084MGEMIS	Dosulepin  Capsules  25 mg (Alpharma)
DOCA38085MGEMIS	Dosulepin  Capsules  25 mg (Sterwin Medicines)
DOCA38086MGEMIS	Dosulepin  Capsules  25 mg (Unichem)
DOCA38087MGEMIS	Dosulepin  Capsules  25 mg (Ivax Pharmaceuticals)
DOCA38088MGEMIS	Dosulepin  Capsules  25 mg (Sandoz)
DOCA38089MGEMIS	Dosulepin  Capsules  25 mg (Generics (UK))
DOCA38090MGEMIS	Dosulepin  Capsules  25 mg (Kent Pharm)
DOCA976	Dothiepin Hydrochloride  Capsules  25 mg
DOCA979	Doxepin  Capsules  10 mg
DOCA980	Doxepin  Capsules  25 mg
DOCA981	Doxepin  Capsules  50 mg
DOCA982	Doxepin  Capsules  75 mg
DOOR11684NEMIS	Dothiepin Hydrochloride  Oral solution  25 mg/5 ml
DOOR11685NEMIS	Dothiepin Hydrochloride  Oral solution  75 mg/5 ml
DOOR17637NEMIS	Dosulepin  Oral solution  25 mg/5 ml
DOOR17638NEMIS	Dosulepin  Oral solution  75 mg/5 ml
DOOR35142NEMIS	Doxepin  Oral solution  50 mg/5 ml
DOOR45624NEMIS	Dosulepin  Oral suspension  25 mg/5 ml
DOOR46730NEMIS	Dosulepin  Oral suspension  75 mg/5 ml
DOTA17636NEMIS	Dosulepin  Tablets  75 mg
DOTA18848EMIS	Dothapax 75  Tablets  75 mg
DOTA3462	Domical  Tablets  10 mg
DOTA3463	Domical  Tablets  25 mg
DOTA3464	Domical  Tablets  50 mg
DOTA38091MGEMIS	Dosulepin  Tablets  75 mg (A.A.H. Pharm)
DOTA38092MGEMIS	Dosulepin  Tablets  75 mg (Kent Pharm)
DOTA38093MGEMIS	Dosulepin  Tablets  75 mg (Teva UK)
DOTA38094MGEMIS	Dosulepin  Tablets  75 mg (Ivax Pharmaceuticals)
DOTA38095MGEMIS	Dosulepin  Tablets  75 mg (Sandoz)
DOTA38096MGEMIS	Dosulepin  Tablets  75 mg (Sterwin Medicines)
DOTA38097MGEMIS	Dosulepin  Tablets  75 mg (Alpharma)
DOTA38098MGEMIS	Dosulepin  Tablets  75 mg (Generics (UK))
DOTA38099MGEMIS	Dosulepin  Tablets  75 mg (Unichem)
DOTA977	Dothiepin Hydrochloride  Tablets  75 mg
ELTA3500	Elavil  Tablets  10 mg
ELTA3501	Elavil  Tablets  25 mg
EVTA3554	Evadyne  Tablets  25 mg
EVTA3555	Evadyne  Tablets  50 mg
FETA5656NEMIS	Feprapax  Tablets  70 mg
GATA1273	Gamanil  Tablets  70 mg
IMOR39476NEMIS	Imipramine  Oral solution  25 mg/5 ml
IMOR40910NEMIS	Imipramine  Oral Solution, Sugar Free  25 mg/5 ml
IMSY7192	Imipramine Hydrochloride  Syrup  25 mg/5 ml
IMTA1443	Imipramine  Tablets  25 mg
IMTA35536MGEMIS	Imipramine  Tablets  25 mg (The Boots Company)
IMTA35537MGEMIS	Imipramine  Tablets  25 mg (A.A.H. Pharm)
IMTA35538MGEMIS	Imipramine  Tablets  25 mg (Alpharma)
IMTA35539MGEMIS	Imipramine  Tablets  25 mg (Kent Pharm)
IMTA35540MGEMIS	Imipramine  Tablets  25 mg (Unichem)
IMTA35541MGEMIS	Imipramine  Tablets  25 mg (Teva UK)
IMTA35542MGEMIS	Imipramine Hydrochloride  Tablets  10 mg (A.A.H. Pharm)
IMTA35543MGEMIS	Imipramine Hydrochloride  Tablets  10 mg (Alpharma)
IMTA35544MGEMIS	Imipramine Hydrochloride  Tablets  10 mg (Unichem)
IMTA35545MGEMIS	Imipramine Hydrochloride  Tablets  10 mg (Kent Pharm)
IMTA35546MGEMIS	Imipramine Hydrochloride  Tablets  10 mg (Teva UK)
IMTA5022	Imipramine Hydrochloride  Tablets  10 mg
IPTA5038	Iprindole  Tablets  15 mg
IPTA7050	Iprindole  Tablets  30 mg
LECA1645	Lentizol  Capsules  25 mg
LECA1646	Lentizol  Capsules  50 mg
LOOR46778NEMIS	Lofepramine  Oral solution  70 mg/5 ml
LOOR46779NEMIS	Lofepramine  Oral suspension  70 mg/5 ml
LOSU30214EMIS	Lofepramine  Suspension  Sugar Free 70 mg/5 ml
LOSU35810MGEMIS	Lofepramine  Suspension  Sugar Free 70 mg/5 ml (Unichem)
LOSU3814NEMIS	Lomont  Suspension  70 mg/5 ml
LOTA1684	Lofepramine  Tablets  70 mg
LOTA35818MGEMIS	Lofepramine  Tablets  70 mg (Teva UK)
LOTA35819MGEMIS	Lofepramine  Tablets  70 mg (Sterwin Medicines)
LOTA35820MGEMIS	Lofepramine  Tablets  70 mg (A.A.H. Pharm)
LOTA35821MGEMIS	Lofepramine  Tablets  70 mg (Alpharma)
LOTA35822MGEMIS	Lofepramine  Tablets  70 mg (Unichem)
LOTA35823MGEMIS	Lofepramine  Tablets  70 mg (Ivax Pharmaceuticals)
LOTA35824MGEMIS	Lofepramine  Tablets  70 mg (Generics (UK))
LOTA35825MGEMIS	Lofepramine  Tablets  70 mg (Kent Pharm)
LOTA35826MGEMIS	Lofepramine  Tablets  70 mg (Sandoz)
MOTA3976	Motipress  Tablets  
MOTA3978	Motival  Tablets  
NOCA5213	Nortriptyline  Capsules  10 mg
NOCA6793	Nortriptyline  Capsules  25 mg
NOLI5214	Nortriptyline  Liquid  10mg/5 ml
NOOR110033NEMIS	Nortriptyline  Oral solution  10 mg/5 ml
NOOR122928NEMIS	Nortriptyline  Oral suspension  10 mg/5 ml
NOOR134216NEMIS	Nortriptyline  Oral Solution, Sugar Free  10 mg/5 ml
NOOR134217NEMIS	Nortriptyline  Oral Solution, Sugar Free  25 mg/5 ml
NOTA123310NEMIS	Nortriptyline  Tablets  50 mg
NOTA18780NEMIS	Nortriptyline And Fluphenazine  Tablets  10 mg + 500 micrograms
NOTA5215	Nortriptyline  Tablets  10 mg
NOTA6760	Nortriptyline  Tablets  25 mg
PETA4137	Pertofran  Tablets  25 mg
PRCA2401	Prothiaden  Capsules  25 mg
PRCA24260EMIS	Prepadine  Capsules  25 mg
PRTA2402	Prothiaden  Tablets  75 mg
PRTA2403	Protriptyline Hydrochloride  Tablets  10 mg
PRTA2404	Protriptyline Hydrochloride  Tablets  5 mg
PRTA24262EMIS	Prepadine  Tablets  75 mg
PRTA4193	Praminil  Tablets  10 mg
PRTA4194	Praminil  Tablets  25 mg
PRTA4219	Prondol  Tablets  15 mg
PRTA4220	Prondol  Tablets  30 mg
SICA23696NEMIS	Sinepin  Capsules  25 mg
SICA23698NEMIS	Sinepin  Capsules  50 mg
SICA2575	Sinequan  Capsules  10 mg
SICA2576	Sinequan  Capsules  25 mg
SICA2577	Sinequan  Capsules  50 mg
SICA2578	Sinequan  Capsules  75 mg
SUCA2748	Surmontil  Capsules  50 mg
SUTA2749	Surmontil  Tablets  10 mg
SUTA2750	Surmontil  Tablets  25 mg
TOSYEGTON7193	Tofranil  Syrup  25 mg/5 ml
TOTA2874	Tofranil  Tablets  10 mg
TOTA2875	Tofranil  Tablets  25 mg
TRCA2940	Trimipramine  Capsules  50 mg
TRCA2948	Tryptizol  Capsules  75 mg
TRCA37285MGEMIS	Trimipramine  Capsules  50 mg (Kent Pharm)
TRCA37286MGEMIS	Trimipramine  Capsules  50 mg (A.A.H. Pharm)
TRCA4508NEMIS	Tranquax  Capsules  10 mg
TRCA4509NEMIS	Tranquax  Capsules  25 mg
TRCA4510NEMIS	Tranquax  Capsules  50 mg
TRIN4466	Tryptizol  Injection  10mg/ml
TRMI2949	Tryptizol  Mixture  10 mg/5 ml
TRTA2941	Trimipramine  Tablets  10 mg
TRTA2942	Trimipramine  Tablets  25 mg
TRTA2950	Tryptizol  Tablets  10 mg
TRTA2951	Tryptizol  Tablets  25 mg
TRTA2952	Tryptizol  Tablets  50 mg
TRTA37334MGEMIS	Trimipramine  Tablets  10 mg (Kent Pharm)
TRTA37335MGEMIS	Trimipramine  Tablets  10 mg (A.A.H. Pharm)
TRTA37336MGEMIS	Trimipramine  Tablets  25 mg (Kent Pharm)
TRTA37337MGEMIS	Trimipramine  Tablets  25 mg (A.A.H. Pharm)
TRTA4462	Triptafen  Tablets  
TRTA4463	Triptafen-M  Tablets  
^ESCT1353458	Amitriptyline only product
^ESCT1353459	Amitriptyline and chlordiazepoxide only product
^ESCT1353460	Amitriptyline and perphenazine only product
^ESCT1357467	Amitriptyline and chlordiazepoxide only product in oral dose form
^ESCT1357468	Amitriptyline and perphenazine only product in oral dose form
^ESCT1357469	Amitriptyline only product in oral dose form
^ESCT1357470	Amitriptyline only product in parenteral dose form
^ESCT1362591	Amitriptyline hydrochloride 10 mg and perphenazine 2 mg oral tablet
^ESCT1362592	Amitriptyline hydrochloride 25 mg and perphenazine 2 mg oral tablet
^ESCT1367176	Amitriptyline 25mg / Perphenazine 2mg tablets
^ESCT1367281	Amitriptyline 10mg / Perphenazine 2mg tablets
^ESCTAM1028962	Amitriptyline 2% / Ketamine 1% cream 1 gram
^ESCTAM1028963	Amitriptyline 2% / Ketamine 1% cream (Special Order)
^ESCTAM1028964	Amitriptyline 2% / Ketamine 1% cream (Special Order) 1 gram
^ESCTAM1029108	Amitriptyline + Ketamine
^ESCTAM1029152	Amitriptyline 2% / Ketamine 1% cream
^ESCTAM609594	Amitriptyline 25mg/5ml oral solution sugar free
^ESCTAM609595	Amitriptyline 25mg/5mL s/f oral solution
^ESCTAM609596	Amitriptyline 50mg/5ml oral solution sugar free
^ESCTAM609597	Amitriptyline 50mg/5mL s/f oral solution
^ESCTAM609598	Amitriptyline 25mg modified-release capsules
