^ESCT1165213	Olanzapine pamoate
^ESCTST820620	Stelazine 1mg/5ml syrup (Mercury Pharma Group Ltd)
^ESCTST821408	Stelazine 15mg Spansules (Mercury Pharma Group Ltd)
^ESCTST821581	Stelazine 2mg Spansules (Mercury Pharma Group Ltd)
^ESCTST823854	Stemetil 12.5mg/1ml solution for injection ampoules (Sanofi)
^ESCTST899901	Stelazine Forte 1mg/ml oral solution (Mercury Pharma Group Ltd)
^ESCTSU609336	Sulpiride
^ESCTSU609338	Sulpiride 400mg tablets
^ESCTSU609340	Sulpiride 400 mg oral tablet
^ESCTSU609343	Sulpiride 200mg tablets
^ESCTSU609345	Sulpiride 200 mg oral tablet
^ESCTSU656030	Sulpiride
^ESCTSU675213	Sulpiride 200mg/5ml oral solution
^ESCTSU675214	Sulpiride 200mg/5mL oral solution
^ESCTSU804626	Sulpor 200mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)
^ESCTSU807847	Sulpitil 200mg tablets (Pfizer Ltd)
^ESCTTH279435	Thioridazine hydrochloride
^ESCTTH304037	Thioridazine
^ESCTTH609346	Thioridazine 10mg/5mL syrup
^ESCTTH609348	Thioridazine 10mg tablets
^ESCTTH609350	Thioridazine hydrochloride 10 mg oral tablet
^ESCTTH609351	Thioridazine 25mg tablets
^ESCTTH609353	Thioridazine hydrochloride 25 mg oral tablet
^ESCTTH609354	Thioridazine 50mg tablets
^ESCTTH609356	Thioridazine hydrochloride 50 mg oral tablet
^ESCTTH609357	Thioridazine 100mg tablets
^ESCTTH609359	Thioridazine hydrochloride 100 mg oral tablet
^ESCTTH609360	Thioridazine 25mg/5ml oral suspension
^ESCTTH609361	Thioridazine 25mg/5mL oral suspension
^ESCTTH609362	Thioridazine 100mg/5ml oral suspension
^ESCTTH609363	Thioridazine 100mg/5mL oral suspension
^ESCTTH609364	Thioridazine 25mg/5ml oral solution
^ESCTTH609365	Thioridazine 25mg/5mL oral solution
^ESCTTH637086	Thioridazine
^ESCTTH641125	Thioridazine hydrochloride 150 mg oral tablet
^ESCTTH641127	Thioridazine hydrochloride 200 mg oral tablet
^ESCTTH641129	Thioridazine hydrochloride 15 mg oral tablet
^ESCTTH645759	Thioridazine in oral dosage form
^ESCTTR258706	Trifluperidol
^ESCTTR332199	Trifluoperazine hydrochloride
^ESCTTR366613	Trifluoperazine
^ESCTTR609368	Trifluoperazine 1mg tablets
^ESCTTR609370	Trifluoperazine 1 mg oral tablet
^ESCTTR609371	Trifluoperazine 5mg tablets
^ESCTTR609373	Trifluoperazine 5 mg oral tablet
^ESCTTR638228	Trifluoperazine
^ESCTTR641479	Trifluoperazine hydrochloride 10mg/mL solution
^ESCTTR641480	Trifluoperazine hydrochloride 2 mg oral tablet
^ESCTTR641482	Trifluoperazine hydrochloride 10 mg oral tablet
^ESCTTR645749	Trifluoperazine in oral dosage form
^ESCTTR645752	Trifluoperazine in parenteral dosage form
^ESCTTR646915	Trifluperidol
^ESCTTR661350	Tranylcypromine + Trifluoperazine
^ESCTTR818528	Triptafen-M tablets (Mercury Pharma Group Ltd)
^ESCTTR819322	Triptafen tablets (AMCo)
^ESCTXE1017955	Xeplion 50mg/0.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)
^ESCTXE1017966	Xeplion 75mg/0.75ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)
^ESCTXE1017972	Xeplion 100mg/1ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)
^ESCTXE1017975	Xeplion 150mg/1.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)
^ESCTXO981582	Xomolix 2.5mg/1ml solution for injection ampoules (Kyowa Kirin Ltd)
^ESCTZA1021336	Zalasta 2.5mg tablets (Consilient Health Ltd)
^ESCTZA1021338	Zalasta 5mg tablets (Consilient Health Ltd)
^ESCTZA1021340	Zalasta 7.5mg tablets (Consilient Health Ltd)
^ESCTZA1021342	Zalasta 10mg tablets (Consilient Health Ltd)
^ESCTZA1021344	Zalasta 15mg tablets (Consilient Health Ltd)
^ESCTZA1021346	Zalasta 20mg tablets (Consilient Health Ltd)
^ESCTZA1021520	Zalasta 5mg orodispersible tablets (Consilient Health Ltd)
^ESCTZA1021535	Zalasta 10mg orodispersible tablets (Consilient Health Ltd)
^ESCTZA1021537	Zalasta 15mg orodispersible tablets (Consilient Health Ltd)
^ESCTZA1021539	Zalasta 20mg orodispersible tablets (Consilient Health Ltd)
^ESCTZA1104259	Zaluron XL 50mg tablets (Fontus Health Ltd)
^ESCTZA1104261	Zaluron XL 150mg tablets (Fontus Health Ltd)
^ESCTZA1104263	Zaluron XL 200mg tablets (Fontus Health Ltd)
^ESCTZA1104265	Zaluron XL 300mg tablets (Fontus Health Ltd)
^ESCTZA1104267	Zaluron XL 400mg tablets (Fontus Health Ltd)
^ESCTZA910050	Zaponex 25mg tablets (Leyden Delta B.V.)
^ESCTZA910056	Zaponex 100mg tablets (Leyden Delta B.V.)
^ESCTZI442708	Ziprasidone hydrochloride
^ESCTZI640021	Ziprasidone 20mg capsules
^ESCTZI640022	Ziprasidone hydrochloride 20 mg/1 each oral capsule
^ESCTZI640024	Ziprasidone hydrochloride 40 mg/1 each oral capsule
^ESCTZI640026	Ziprasidone 60mg capsules
^ESCTZI640027	Ziprasidone hydrochloride 60 mg/1 each oral capsule
^ESCTZI640029	Ziprasidone hydrochloride 80 mg/1 each oral capsule
^ESCTZO609475	Zotepine
^ESCTZO609477	Zotepine 25mg tablets
^ESCTZO609479	Zotepine 25 mg oral tablet
^ESCTZO609480	Zotepine 50mg tablets
^ESCTZO609482	Zotepine 50 mg oral tablet
^ESCTZO609483	Zotepine 100mg tablets
^ESCTZO609485	Zotepine 100 mg oral tablet
^ESCTZO656076	Zotepine
^ESCTZO865470	Zoleptil 25 tablets (Movianto UK Ltd)
^ESCTZO865476	Zoleptil 50 tablets (Movianto UK Ltd)
^ESCTZO867407	Zoleptil 100 tablets (Movianto UK Ltd)
^ESCTZU609383	Zuclopenthixol 2mg tablets
^ESCTZU609385	Zuclopenthixol 2 mg oral tablet
^ESCTZU609386	Zuclopenthixol 10mg tablets
^ESCTZU609388	Zuclopenthixol 10 mg oral tablet
^ESCTZU609389	Zuclopenthixol 25mg tablets
^ESCTZU609391	Zuclopenthixol 25 mg oral tablet
^ESCTZU609553	Zuclopenthixol decanoate
^ESCTZU645761	Zuclopenthixol in oral dosage form
^ESCTZU656077	Zuclopenthixol acetate
^ESCTZU656078	Zuclopenthixol decanoate
^ESCTZU706148	Zuclopenthixol dihydrochloride
^ESCTZU709256	Zuclopenthixol
^ESCTZU710192	Zuclopenthixol
^ESCTZY802829	Zyprexa 5mg Velotabs (Eli Lilly and Company Ltd)
^ESCTZY810815	Zyprexa 2.5mg tablets (Eli Lilly and Company Ltd)
^ESCTZY815987	Zyprexa 15mg Velotabs (Eli Lilly and Company Ltd)
^ESCTZY817863	Zyprexa 5mg tablets (Eli Lilly and Company Ltd)
^ESCTZY818613	Zyprexa 10mg tablets (Eli Lilly and Company Ltd)
^ESCTZY819194	Zyprexa 15mg tablets (Eli Lilly and Company Ltd)
^ESCTZY824254	Zyprexa 7.5mg tablets (Eli Lilly and Company Ltd)
^ESCTZY831634	Zyprexa 10mg Velotabs (Eli Lilly and Company Ltd)
^ESCTZY880724	Zyprexa 10mg powder for solution for injection vials (Eli Lilly and Company Ltd)
^ESCTZY924314	Zyprexa 20mg Velotabs (Eli Lilly and Company Ltd)
^ESCTZY933843	Zyprexa 20mg tablets (Eli Lilly and Company Ltd)
^ESCTZY997667	Zypadhera 210mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd)
^ESCTZY997673	Zypadhera 300mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd)
^ESCTZY997679	Zypadhera 405mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd)
BIM/98828NEMIS	Biquelle Xl  M/R tablets  50 mg
BIM/98829NEMIS	Biquelle Xl  M/R tablets  150 mg
BIM/98830NEMIS	Biquelle Xl  M/R tablets  200 mg
BIM/98831NEMIS	Biquelle Xl  M/R tablets  300 mg
BIM/98832NEMIS	Biquelle Xl  M/R tablets  400 mg
BUBU16112NEMIS	Buccastem M  Buccal tablets  3 mg
BUTA5692	Buccastem  Buccal tablets  3 mg
CHSU128016NEMIS	Chlorpromazine  Suppositories  100 mg
CHSU86023NEMIS	Chlorpromazine  Suppositories  25 mg
EBM/94089NEMIS	Ebesque Xl  M/R tablets  50 mg
EBM/94102NEMIS	Ebesque Xl  M/R tablets  200 mg
EBM/94110NEMIS	Ebesque Xl  M/R tablets  300 mg
EBM/94113NEMIS	Ebesque Xl  M/R tablets  400 mg
FLIN1218	Fluspirilene  Injection  2 mg/ ml
FLIN19584EMIS	Flupenthixol Decanoate  Injection  200 mg/10 ml
FLIN19586EMIS	Flupenthixol Decanoate  Injection (syringe)  20 ml/1 ml
FLIN19595EMIS	Flupenthixol Decanoate  Injection  500 mg/5 ml
FLTA1193	Fluanxol  Tablets  1 mg
FLTA1194	Fluanxol  Tablets  500 micrograms
FOTA1237	Fortunan  Tablets  1.5 mg
FOTA1238	Fortunan  Tablets  10 mg
FOTA1239	Fortunan  Tablets  5 mg
FOTA1240	Fortunan  Tablets  500 micrograms
LOCA20611EMIS	Loxapine Succinate  Capsules  10 mg
LOCA20612EMIS	Loxapine Succinate  Capsules  25 mg
LOCA20613EMIS	Loxapine Succinate  Capsules  50 mg
LOCA9548BRIDL	Loxapac  Capsules  10 mg
LOCA9550BRIDL	Loxapac  Capsules  25 mg
LOCA9552BRIDL	Loxapac  Capsules  50 mg
MESU1756	Melleril  Suspension  100mg/5 ml
MESU1757	Melleril  Suspension  25mg/5 ml
MESY1758	Melleril  Syrup  25 mg/5 ml
META1760	Melleril  Tablets  10 mg
META1761	Melleril  Tablets  100 mg
META1762	Melleril  Tablets  25 mg
META1763	Melleril  Tablets  50 mg
MIM/101104NEMIS	Mintreleq Xl  M/R tablets  50 mg
MIM/101105NEMIS	Mintreleq Xl  M/R tablets  150 mg
MIM/101106NEMIS	Mintreleq Xl  M/R tablets  200 mg
MIM/101107NEMIS	Mintreleq Xl  M/R tablets  300 mg
MIM/101108NEMIS	Mintreleq Xl  M/R tablets  400 mg
MOTA3976	Motipress  Tablets  
MOTA3978	Motival  Tablets  
OLTA23534NEMIS	Olanzapine  Tablets  20 mg
OXCA5237	Oxypertine  Capsules  10 mg
OXTA5238	Oxypertine  Tablets  40 mg
PREF10691BRIDL	Prochlorperazine Mesylate  Eff sachets  Sugar Free 5 mg/sachet
PREF17898NEMIS	Prochlorperazine Mesilate  Effervescent Granules, Sugar Free  5 mg/sachet
PRIN18855EMIS	Prochlorperazine Mesylate  Injection  12.5 mg/1 ml ampoule
PRIN18856EMIS	Prochlorperazine Mesylate  Injection  25 mg/2 ml
PRSP5338	Prochlorperazine Maleate  Spansules  10 mg
PRSP7111	Prochlorperazine Maleate  Spansules  15 mg
PRSU2354	Prochlorperazine Maleate  Suppositories  25 mg
PRSU2355	Prochlorperazine Maleate  Suppositories  5 mg
PRSY7189	Prochlorperazine Mesylate  Syrup  5 mg/5 ml
PRTA18850EMIS	Proziere  Tablets  5 mg
PRTA2357	Prochlorperazine Maleate  Tablets  25 mg
PRTA2358	Prochlorperazine Maleate  Tablets  5 mg
PRTA6825	Prochlorperazine Maleate  Buccal tablets  3 mg
REIN2439	Redeptin  Injection  2 mg/ ml
SEM/78913NEMIS	Seotiapim Xl  M/R tablets  200 mg
SEM/78914NEMIS	Seotiapim Xl  M/R tablets  300 mg
SEM/78915NEMIS	Seotiapim Xl  M/R tablets  400 mg
STIN10926BRIDL	Stemetil  Injection  25 mg/2 ml
STIN15751NEMIS	Stemetil  Injection  12.5 mg/ml, 1 ml ampoule
STIN2690	Stemetil  Injection  12.5 mg/ml
STSA8854BRIDL	Stemetil Eff  Sachets  5 mg/sachet
STSU2691	Stemetil  Suppositories  25 mg
STSU2692	Stemetil  Suppositories  5 mg
STSYEGTON7190	Stemetil  Syrup  5 mg/5 ml
STTA2694	Stemetil  Tablets  25 mg
STTA2695	Stemetil  Tablets  5 mg
THINEGTON6744	Thalamonal  Injection  2.5 mg/ml
VESP4500	Vertigon  Spansules  10 mg
VESP4501	Vertigon  Spansules  15 mg
XOSO36268NEMIS	Xomolix  Solution for injection  2.5 mg/ml, 1 ml ampoule
ZAM/98835NEMIS	Zaluron Xl  M/R tablets  50 mg
ZAM/98836NEMIS	Zaluron Xl  M/R tablets  150 mg
ZAM/98837NEMIS	Zaluron Xl  M/R tablets  200 mg
ZAM/98838NEMIS	Zaluron Xl  M/R tablets  300 mg
ZAM/98839NEMIS	Zaluron Xl  M/R tablets  400 mg
ABOR22952NEMIS	Abilify  Orodispersible tablets  10 mg
ABOR22953NEMIS	Abilify  Orodispersible tablets  15 mg
ABOR22954NEMIS	Abilify  Oral solution  1 mg/ml
ABPO86920NEMIS	Abilify Maintena  Prolonged release suspension for injection  400 mg vial
ABSO29381NEMIS	Abilify  Solution for injection  7.5 mg/ml, 1.3 ml (9.75 mg) vial
ABTA18231NEMIS	Abilify  Tablets  10 mg
ABTA18232NEMIS	Abilify  Tablets  15 mg
ABTA18233NEMIS	Abilify  Tablets  30 mg
ABTA19380NEMIS	Abilify  Tablets  5 mg
AMOR11702NEMIS	Amisulpride  Oral solution  Sugar Free 100 mg/ml
AMTA14267NEMIS	Amisulpride  Tablets  100 mg
AMTA18788NEMIS	Amitriptyline And Perphenazine  Tablets  25 mg + 2 mg
AMTA18789NEMIS	Amitriptyline And Perphenazine  Tablets  10 mg + 2 mg
AMTA31585EMIS	Amisulpride  Tablets  200 mg
AMTA31586EMIS	Amisulpride  Tablets  50 mg
AMTA5672NEMIS	Amisulpride  Tablets  400 mg
ANTA173	Anquil  Tablets  250 micrograms
AROR22949NEMIS	Aripiprazole  Orodispersible Tablets (Sugar Free)  10 mg
AROR22950NEMIS	Aripiprazole  Orodispersible Tablets (Sugar Free)  15 mg
AROR22951NEMIS	Aripiprazole  Oral solution  1 mg/ml
ARPO86916NEMIS	Aripiprazole  Powder and solvent for suspension for injection  400 mg vial
ARSO29380NEMIS	Aripiprazole  Solution for injection  7.5 mg/ml, 1.3 ml (9.75 mg) vial
ARTA18226NEMIS	Aripiprazole  Tablets  10 mg
ARTA18228NEMIS	Aripiprazole  Tablets  15 mg
ARTA18229NEMIS	Aripiprazole  Tablets  30 mg
ARTA19379NEMIS	Aripiprazole  Tablets  5 mg
ASSU51779NEMIS	Asenapine  Sublingual Tablets Sugar Free  5 mg
ASSU51781NEMIS	Asenapine  Sublingual Tablets Sugar Free  10 mg
BETA14415NEMIS	Benquil  Tablets  250 micrograms
BETA4628	Benperidol  Tablets  250 micrograms
CHEL7170	Chlorpromazine Hydrochloride  Oral solution  25 mg/5 ml
CHIN20615EMIS	Chlorpromazine Hydrochloride  Injection  50 mg/2 ml ampoule
CHIN589	Chlorpromazine Hydrochloride  Injection  25 mg/ml
CHOR35370EMIS	Chlorpromazine Hydrochloride  Oral solution  100 mg/5 ml
CHSU592	Chlorpromazine Hydrochloride  Suppositories  100 mg
CHSY594	Chlorpromazine Hydrochloride  Syrup  25 mg/5 ml
CHTA596	Chlorpromazine Hydrochloride  Tablets  10 mg
CHTA597	Chlorpromazine Hydrochloride  Tablets  100 mg
CHTA598	Chlorpromazine Hydrochloride  Tablets  25 mg
CHTA599	Chlorpromazine Hydrochloride  Tablets  50 mg
CHTAEGTON6692	Chloractil  Tablets  100 mg
CHTAEGTON6693	Chloractil  Tablets  25 mg
CHTAEGTON6694	Chloractil  Tablets  50 mg
CLIN10979BRIDL	Clopixol Acuphase  Injection  50 mg/1 ml ampoule
CLIN29855EMIS	Clopixol Acuphase  Injection  100 mg/2 ml ampoule
CLIN656	Clopixol  Injection  200 mg/ml, 1 ml ampoule
CLIN661	Clopixol Conc.  Injection  500mg/ml, 1 ml ampoule
CLOR36513NEMIS	Clozapine  Oral Suspension Sugar Free  50 mg/ml
CLTA10156BRIDL	Clozaril  Tablets  25 mg
CLTA10158BRIDL	Clozaril  Tablets  100 mg
CLTA36517NEMIS	Clozapine  Tablets  200 mg
CLTA36518NEMIS	Clozapine  Tablets  50 mg
CLTA658	Clopixol  Tablets  10 mg
CLTA659	Clopixol  Tablets  2 mg
CLTA660	Clopixol  Tablets  25 mg
CLTA9311HILLI	Clozapine  Tablets  100 mg
CLTA9313HILLI	Clozapine  Tablets  25 mg
DEIN19569EMIS	Depixol Low Volume  Injection  200 mg/ml, 1 ml ampoule
DEIN19577EMIS	Depixol  Injection  40 mg/2 ml ampoule
DEIN19578EMIS	Depixol  Injection (syringe)  20 mg/1 ml
DEIN19579EMIS	Depixol  Injection (syringe)  40 mg/2 ml
DEIN19590EMIS	Depixol Conc.  Injection  50 mg/0.5 ml ampoule
DEIN832	Depixol  Injection  20 mg/1 ml ampoule
DEIN834	Depixol Conc.  Injection  100 mg/1 ml ampoule
DEOR36514NEMIS	Denzapine  Oral suspension  50 mg/ml
DETA18502NEMIS	Denzapine  Tablets  25 mg
DETA18503NEMIS	Denzapine  Tablets  100 mg
DETA36519NEMIS	Denzapine  Tablets  200 mg
DETA36520NEMIS	Denzapine  Tablets  50 mg
DETA833	Depixol  Tablets  3 mg
DOLI984	Dozic  Liquid  1mg/ml
DOLI985	Dozic  Liquid  2mg/ml
DOTA28250EMIS	Dolmatil  Tablets  400 mg
DOTA961	Dolmatil  Tablets  200 mg
DRIN4873	Droperidol  Injection  5mg/ml
DRIN998	Droleptan  Injection  5mg/ml
DRLI4874	Droperidol  Liquid  1mg/ml
DRLI999	Droleptan  Liquid  1mg/ml
DRSO36266NEMIS	Droperidol  Solution for injection  2.5 mg/ml, 1 ml ampoule
DRTA1000	Droleptan  Tablets  10 mg
DRTA4875	Droperidol  Tablets  10 mg
FEIN1163	Fentazin  Injection  5 mg/ml
FETA1164	Fentazin  Tablets  2 mg
FETA1165	Fentazin  Tablets  4 mg
FETA1166	Fentazin  Tablets  8 mg
FLDI25934EMIS	Fluphenazine Decanoate  Disposable syringe  25 mg/1 ml
FLDI25935EMIS	Fluphenazine Decanoate  Disposable syringe  50 mg/2 ml
FLIN1211	Flupenthixol Decanoate  Injection  20 mg/1 ml ampoule
FLIN1212	Fluphenazine Decanoate  Injection  25 mg/1 ml ampoule
FLIN1213	Fluphenazine Enanthate  Injection  25 mg/ml
FLIN17656NEMIS	Flupentixol  Injection  100 mg/ml, 0.5 ml ampoule
FLIN17657NEMIS	Flupentixol  Injection  100 mg/ml, 1 ml ampoule
FLIN17658NEMIS	Flupentixol  Injection  200 mg/ml, 1 ml ampoule
FLIN17659NEMIS	Flupentixol  Injection  20 mg/ml, 1 ml ampoule
FLIN17660NEMIS	Flupentixol  Injection  20 mg/ml, 2 ml ampoule
FLIN19571EMIS	Flupenthixol Decanoate  Injection  200 mg/ml, 1 ml ampoule
FLIN19585EMIS	Flupenthixol Decanoate  Injection  40 mg/2 ml ampoule
FLIN19587EMIS	Flupenthixol Decanoate  Injection (syringe)  40 mg/2 ml
FLIN19594EMIS	Flupenthixol Decanoate  Injection  50 mg/0.5 ml ampoule
FLIN25936EMIS	Fluphenazine Decanoate  Injection  12.5 mg/0.5 ml ampoule
FLIN25937EMIS	Fluphenazine Decanoate  Injection  250 mg/10 ml vial
FLIN25938EMIS	Fluphenazine Decanoate  Injection  50 mg/2 ml ampoule
FLIN25940EMIS	Fluphenazine Decanoate  Injection  50 mg/0.5 ml ampoule
FLIN4936	Flupenthixol Decanoate  Injection  100 mg/1 ml ampoule
FLIN4937	Fluphenazine Decanoate  Injection  100 mg/1 ml ampoule
FLTA1208	Flupenthixol  Tablets  1 mg
FLTA1209	Flupenthixol  Tablets  3 mg
FLTA1210	Flupenthixol  Tablets  500 micrograms
FLTA17661NEMIS	Flupentixol  Tablets  1 mg
FLTA17662NEMIS	Flupentixol  Tablets  500 micrograms
FLTA17663NEMIS	Flupentixol  Tablets  3 mg
FLTA4939	Fluphenazine Hydrochloride  Tablets  1 mg
FLTA6994	Fluphenazine Hydrochloride  Tablets  2.5 mg
FLTA6995	Fluphenazine Hydrochloride  Tablets  5 mg
HACA1338	Haloperidol  Capsules  500 micrograms
HAEL1339	Haloperidol  Elixir  2 mg/5 ml
HAIN1335	Haldol Decanoate  Injection  100 mg/ml, 1 ml ampoule
HAIN1336	Haldol Decanoate  Injection  50 mg/ml, 1 ml ampoule
HAIN1340	Haloperidol  Injection  10 mg/ml, 2 ml ampoule
HAIN1341	Haloperidol  Injection  100 mg/ml, 1 ml ampoule
HAIN1343	Haloperidol  Injection  50 mg/ml, 1 ml ampoule
HAIN15566NEMIS	Haloperidol  Injection  5 mg/ml, 1 ml ampoule
HAIN15567NEMIS	Haldol  Injection  5 mg/ml, 1 ml ampoule
HAIN6920	Haloperidol  Injection  5 mg/ml
HAINEGTON6700	Haldol  Injection  5 mg/ml
HALI4981	Haloperidol  Liquid  Sugar Free 1mg/ml
HAOR13227NEMIS	Haloperidol  Oral Solution, Sugar Free  1 mg/5 ml (200 micrograms/ml)
HAOR6921	Haloperidol  Oral liquid  Sugar Free 2 mg/ml
HAOR6922	Haloperidol  Oral liquid conc.  10 mg/ml
HAOREGTON6701	Haldol  Oral solution  2 mg/ml
HAOREGTON6702	Haldol  Oral liquid conc.  10 mg/ml
HATA1344	Haloperidol  Tablets  1.5 mg
HATA1346	Haloperidol  Tablets  20 mg
HATA1347	Haloperidol  Tablets  5 mg
HATA4983	Haloperidol  Tablets  10 mg
HATA6901	Haloperidol  Tablets  500 micrograms
HATAEGTON6703	Haldol  Tablets  10 mg
HATAEGTON6704	Haldol  Tablets  5 mg
INCA1485	Integrin  Capsules  10 mg
INM/26218NEMIS	Invega  M/R tablets  3 mg
INM/26219NEMIS	Invega  M/R tablets  6 mg
INM/26220NEMIS	Invega  M/R tablets  9 mg
INTA1486	Integrin  Tablets  40 mg
LAIN1610	Largactil  Injection  50 mg/2 ml ampoule
LASU1614	Largactil  Suppositories  100 mg
LASU1615	Largactil  Suspension forte  100 mg/5 ml
LASY1616	Largactil  Syrup  25 mg/5 ml
LATA1618	Largactil  Tablets  10 mg
LATA1619	Largactil  Tablets  100 mg
LATA1620	Largactil  Tablets  25 mg
LATA1621	Largactil  Tablets  50 mg
LEIN17312NEMIS	Levomepromazine  Solution for injection  25 mg/ml, 1 ml ampoule
LETA17313NEMIS	Levomepromazine  Tablets  25 mg
MEIN5137	Methotrimeprazine Hydrochloride  Injection  25mg/ml, 1 ml ampoule
META5138	Methotrimeprazine Maleate  Tablets  25 mg
MODI10308BRIDL	Modecate  Disposable syringe  25 mg/1 ml
MODI10310BRIDL	Modecate  Disposable syringe  50 mg/2 ml
MOIN10029BRIDL	Modecate  Injection  50 mg/2 ml ampoule
MOIN1858	Modecate  Injection  12.5 mg/0.5 ml ampoule
MOIN1859	Modecate Concentrate  Injection  100 mg/1 ml ampoule
MOIN1864	Moditen Enanthate  Injection  25 mg/ml
MOIN25942EMIS	Modecate  Injection  250 mg/10 ml vial
MOIN25944EMIS	Modecate Concentrate  Injection  50 mg/0.5 ml ampoule
